item_id,order_id,product_id,quantity,unit_price,discount_percent
742,O00434,P0273,9,3541.1,7
743,O00214,P0236,2,671.17,8
744,O00473,P0009,8,1806.23,44
745,O00186,P0072,8,4459.66,38
746,O00268,P0391,6,943.82,19
747,O00015,P0382,2,1189.55,44
748,O00073,P0353,4,1606.4,13
749,O00067,P0041,7,3485.01,50
750,O00058,P0040,1,3895.99,48
751,O00221,P0022,4,628.31,50
752,O00338,P0263,10,390.4,7
753,O00466,P0130,1,424.61,42
754,O00006,P0387,2,3933.62,38
755,O00106,P0301,4,1005.43,22
756,O00015,P0047,3,4244.72,17
757,O00486,P0297,6,1825.8,32
758,O00400,P0374,10,1284.93,36
759,O00035,P0051,10,3839.9,33
760,O00112,P0367,4,4824.89,10
761,O00462,P0387,9,121.21,46
762,O00051,P0474,4,4610.34,45
763,O00244,P0188,10,1007.12,43
764,O00491,P0055,3,4190.24,24
765,O00218,P0110,9,1215.02,7
766,O00390,P0161,2,2382.92,33
767,O00070,P0254,6,3553.18,35
768,O00370,P0021,2,1707.77,7
769,O00198,P0146,8,3041.91,19
770,O00352,P0500,8,1206.78,26
771,O00149,P0438,7,1025.05,4
772,O00459,P0431,8,4701.5,23
773,O00092,P0007,8,3393.27,25
774,O00225,P0268,2,684.17,25
775,O00206,P0356,10,4890.1,47
776,O00474,P0457,3,417.08,12
777,O00174,P0103,10,4235.74,25
778,O00063,P0120,7,3653.48,17
779,O00392,P0366,10,3008.88,48
780,O00405,P0411,7,1844.88,42
781,O00309,P0487,7,4938.86,32
782,O00143,P0076,8,629.38,16
783,O00251,P0255,4,3179.02,8
784,O00016,P0051,1,4168.53,31
785,O00348,P0014,3,1974.9,43
786,O00168,P0079,5,3147.64,6
787,O00390,P0040,9,3861.1,50
788,O00239,P0104,5,3344.26,31
789,O00259,P0134,9,1783.72,34
790,O00280,P0010,1,4954.49,7
791,O00197,P0231,6,4279.08,28
792,O00236,P0019,1,966.66,42
793,O00441,P0400,5,4435.03,10
794,O00252,P0221,3,1631.05,24
795,O00250,P0392,2,2887.39,31
796,O00338,P0284,9,2903.83,30
797,O00288,P0438,3,2582.76,25
798,O00135,P0254,10,4857.27,39
799,O00347,P0181,5,1670.37,1
800,O00303,P0024,3,4200.98,22
801,O00415,P0380,10,231.81,40
802,O00175,P0195,2,2197.93,22
803,O00211,P0180,1,3340.08,15
804,O00121,P0332,5,3003.41,44
805,O00034,P0445,5,660.91,10
806,O00011,P0276,6,283.15,42
807,O00443,P0217,10,2622.32,26
808,O00137,P0011,8,2981.15,20
809,O00194,P0293,7,1679.86,6
810,O00414,P0251,2,3485.23,13
811,O00173,P0255,9,4076.14,42
812,O00174,P0086,10,1567.65,27
813,O00104,P0255,2,4217.86,34
814,O00110,P0148,5,332.9,36
815,O00206,P0412,4,3160.4,5
816,O00368,P0433,10,564.19,21
817,O00140,P0035,10,4025.81,30
818,O00219,P0108,6,3998.69,41
819,O00422,P0155,9,4040.22,27
820,O00340,P0277,6,1080.38,25
821,O00129,P0320,9,2320.82,48
822,O00281,P0093,1,3176.44,33
823,O00442,P0096,10,2546.1,42
824,O00493,P0422,8,1412.89,40
825,O00273,P0415,10,4278.6,27
826,O00479,P0290,1,2659.12,23
827,O00237,P0076,4,837.32,43
828,O00392,P0154,7,2110.28,4
829,O00325,P0105,7,1407.98,18
830,O00331,P0083,5,3465.59,15
831,O00208,P0123,2,834.82,1
832,O00126,P0409,5,2374.38,35
833,O00224,P0217,1,1089.75,17
834,O00070,P0015,5,3969.38,17
835,O00338,P0282,3,3257.04,2
836,O00494,P0370,8,3932.95,3
837,O00441,P0460,2,1638.13,19
838,O00444,P0033,7,4494.19,42
839,O00337,P0454,2,2044.79,46
840,O00432,P0072,4,648.47,47
841,O00257,P0478,2,2657.59,37
842,O00487,P0397,9,1333.86,5
843,O00122,P0308,2,3888.64,20
844,O00169,P0427,10,3712.46,47
845,O00381,P0121,7,1168.24,6
846,O00090,P0110,5,2253.43,16
847,O00442,P0302,1,2502.76,23
848,O00359,P0486,2,1650.8,27
849,O00244,P0350,4,4820.25,50
850,O00480,P0075,6,2428.59,23
851,O00421,P0158,1,3262.45,38
852,O00018,P0431,1,3484.34,50
853,O00344,P0123,5,2808.37,19
854,O00328,P0491,6,4525.47,43
855,O00063,P0274,4,4302.47,24
856,O00005,P0466,7,4644.79,16
857,O00155,P0047,4,1557.37,10
858,O00469,P0225,6,4409.39,49
859,O00330,P0209,1,1442.78,5
860,O00422,P0400,8,2408.35,26
861,O00475,P0431,6,3615.19,6
862,O00423,P0083,5,2581.04,22
863,O00216,P0309,9,3715.15,29
864,O00356,P0015,1,3242.73,11
865,O00323,P0228,3,115.07,12
866,O00322,P0157,6,2921.47,7
867,O00081,P0128,9,3596.46,49
868,O00426,P0333,3,4250.11,43
869,O00211,P0406,6,2312.3,47
870,O00069,P0134,3,3468.59,20
871,O00410,P0145,4,513.55,23
872,O00094,P0202,7,4729.31,36
873,O00115,P0011,1,4623.25,41
874,O00314,P0321,4,4543.54,29
875,O00102,P0135,3,343.94,39
876,O00220,P0308,5,831.33,23
877,O00088,P0485,10,675.02,45
878,O00270,P0223,8,4153.56,31
879,O00061,P0115,4,1033.67,50
880,O00137,P0148,8,1972.16,27
881,O00439,P0106,10,1156.28,18
882,O00373,P0347,4,2149.82,26
883,O00406,P0075,1,1521.95,16
884,O00121,P0317,8,4545.91,23
885,O00299,P0351,8,520.12,30
886,O00069,P0447,6,4874.56,25
887,O00352,P0109,7,3571.42,47
888,O00306,P0132,2,566.87,3
889,O00027,P0171,4,2407.57,22
890,O00311,P0481,10,3576.87,2
891,O00003,P0130,9,3136.32,19
892,O00203,P0344,6,747.97,35
893,O00022,P0298,3,1375.43,32
894,O00253,P0477,6,4401.69,8
895,O00046,P0163,9,2221.36,16
896,O00060,P0161,1,4894.73,31
897,O00447,P0499,5,3764.33,27
898,O00145,P0463,5,3103.36,48
899,O00475,P0136,9,1633.75,10
900,O00162,P0378,8,3842.01,9
901,O00285,P0437,8,360.79,9
902,O00028,P0118,3,275.73,16
903,O00084,P0362,8,2238.51,31
904,O00021,P0227,6,4945.21,35
905,O00249,P0235,8,651.21,46
906,O00444,P0076,2,1813.06,13
907,O00445,P0146,3,4191.27,47
908,O00261,P0422,5,2859.91,42
909,O00300,P0109,10,4990.22,0
910,O00270,P0393,10,984.79,4
911,O00127,P0394,8,3416.85,21
912,O00014,P0146,2,2031.43,37
913,O00476,P0488,2,4201.19,9
914,O00015,P0042,8,4170.43,42
915,O00246,P0233,5,3011.6,0
916,O00169,P0497,1,3315.25,28
917,O00167,P0486,10,733.67,3
918,O00411,P0330,5,1683.54,3
919,O00381,P0037,9,4764.31,24
920,O00048,P0205,5,972.25,49
921,O00444,P0205,2,200.51,13
922,O00084,P0199,7,1496.19,48
923,O00489,P0335,3,690.95,31
924,O00411,P0222,5,4528.3,38
925,O00068,P0184,2,4177.06,32
926,O00103,P0251,8,4438.52,30
927,O00138,P0289,10,2173.05,48
928,O00217,P0416,6,3107.95,27
929,O00323,P0219,2,298.15,21
930,O00499,P0238,4,3273.29,45
931,O00080,P0477,8,2683.67,41
932,O00269,P0043,5,2394.27,5
933,O00465,P0411,8,1571.93,8
934,O00351,P0463,5,4223.54,33
935,O00219,P0152,10,333.87,4
936,O00470,P0024,9,627.4,27
937,O00212,P0049,8,3338.19,36
938,O00417,P0130,6,1348.82,5
939,O00394,P0258,1,658.28,42
940,O00237,P0092,3,4230.26,2
941,O00043,P0214,5,1638.34,46
942,O00233,P0388,8,3156.67,16
943,O00175,P0495,3,1134.24,5
944,O00383,P0310,5,4370.92,6
945,O00223,P0274,1,128.65,7
946,O00007,P0088,8,2354.8,25
947,O00445,P0337,10,3656.97,19
948,O00317,P0417,10,1867.57,43
949,O00494,P0354,7,4042.74,5
950,O00065,P0070,1,1034.93,1
951,O00357,P0497,4,4309.16,13
952,O00247,P0333,3,3283.73,27
953,O00432,P0321,9,1035.48,19
954,O00395,P0238,3,2422.55,1
955,O00060,P0086,3,3720.03,28
956,O00494,P0249,8,196.18,28
957,O00300,P0125,4,1544.67,25
958,O00027,P0171,1,603.05,45
959,O00222,P0213,8,3711.68,38
960,O00375,P0284,5,281.38,25
961,O00249,P0263,10,3650.61,43
962,O00464,P0419,8,1236.34,3
963,O00271,P0010,7,2924.38,35
964,O00033,P0138,7,4456.79,7
965,O00254,P0319,6,2296.79,27
966,O00011,P0083,5,3658.42,30
967,O00177,P0225,4,2587.42,37
968,O00466,P0351,6,4616.5,45
969,O00337,P0240,3,4427.55,46
970,O00365,P0200,7,4182.1,43
971,O00335,P0377,6,4000.27,10
972,O00319,P0107,5,3484.42,5
973,O00342,P0248,3,949.13,10
974,O00311,P0252,2,3988.06,31
975,O00156,P0121,4,2828.47,1
976,O00184,P0452,5,1849.51,10
977,O00090,P0424,9,256.65,4
978,O00173,P0221,2,3126.06,7
979,O00288,P0115,8,1363.33,21
980,O00402,P0182,1,3873.46,35
981,O00137,P0459,3,4281.7,32
982,O00310,P0343,2,3561.38,28
983,O00410,P0235,2,4875.83,50
984,O00313,P0313,2,4135.69,2
985,O00260,P0054,3,3186.64,13
986,O00467,P0186,3,3668.91,45
987,O00227,P0391,9,2542.12,6
988,O00079,P0332,6,1739.58,8
989,O00063,P0435,4,2251.63,26
990,O00394,P0394,1,1302.05,30
991,O00175,P0147,9,939.18,17
992,O00191,P0367,7,1867.15,42
993,O00126,P0078,9,2166.44,14
994,O00071,P0411,7,2125.71,26
995,O00460,P0235,9,3993.58,23
996,O00484,P0016,8,813.36,0
997,O00368,P0413,9,4723.85,5
998,O00174,P0162,7,4911.53,10
999,O00223,P0032,7,3820.04,42
1000,O00473,P0329,3,4522.3,3
